MSN,StateCode,Year,Amount,State,CO2 Emissions (Mmt),TotalNumberofInvestments,TotalAmountofAssistance
REPRB,NE,2018,359674,Nebraska,52.35500953,271,4330170
SOTCB,NE,2018,373,Nebraska,52.35500953,271,4330170
TEPRB,NE,2018,430748,Nebraska,52.35500953,271,4330170
TETCB,NE,2018,909065,Nebraska,52.35500953,271,4330170
WDEXB,NE,2018,0,Nebraska,52.35500953,271,4330170
WDPRB,NE,2018,3394,Nebraska,52.35500953,271,4330170
WDTCB,NE,2018,3394,Nebraska,52.35500953,271,4330170
WSTCB,NE,2018,1811,Nebraska,52.35500953,271,4330170
WWPRB,NE,2018,5205,Nebraska,52.35500953,271,4330170
WYTCB,NE,2018,50519,Nebraska,52.35500953,271,4330170
BDFDB,NH,2018,276,New Hampshire,14.23973227,37,636384
BDPRP,NH,2018,51,New Hampshire,14.23973227,37,636384
BFFDB,NH,2018,276,New Hampshire,14.23973227,37,636384
BFPRP,NH,2018,51,New Hampshire,14.23973227,37,636384
CLPRB,NH,2018,0,New Hampshire,14.23973227,37,636384
CLPRK,NH,2018,0,New Hampshire,14.23973227,37,636384
CLPRP,NH,2018,0,New Hampshire,14.23973227,37,636384
COPRK,NH,2018,0,New Hampshire,14.23973227,37,636384
EMFDB,NH,2018,0,New Hampshire,14.23973227,37,636384
ENPRP,NH,2018,0,New Hampshire,14.23973227,37,636384
GETCB,NH,2018,29,New Hampshire,14.23973227,37,636384
HYTCB,NH,2018,12336,New Hampshire,14.23973227,37,636384
NCPRB,NH,2018,17123,New Hampshire,14.23973227,37,636384
NGMPB,NH,2018,0,New Hampshire,14.23973227,37,636384
NGMPK,NH,2018,0,New Hampshire,14.23973227,37,636384
NGMPP,NH,2018,0,New Hampshire,14.23973227,37,636384
NUETB,NH,2018,105195,New Hampshire,14.23973227,37,636384
PAPRB,NH,2018,0,New Hampshire,14.23973227,37,636384
PAPRP,NH,2018,0,New Hampshire,14.23973227,37,636384
REPRB,NH,2018,56145,New Hampshire,14.23973227,37,636384
SOTCB,NH,2018,1056,New Hampshire,14.23973227,37,636384
TEPRB,NH,2018,161340,New Hampshire,14.23973227,37,636384
TETCB,NH,2018,325655,New Hampshire,14.23973227,37,636384
WDEXB,NH,2018,0,New Hampshire,14.23973227,37,636384
WDPRB,NH,2018,34988,New Hampshire,14.23973227,37,636384
WDTCB,NH,2018,34988,New Hampshire,14.23973227,37,636384
WSTCB,NH,2018,3758,New Hampshire,14.23973227,37,636384
WWPRB,NH,2018,38747,New Hampshire,14.23973227,37,636384
WYTCB,NH,2018,3702,New Hampshire,14.23973227,37,636384
BDFDB,NJ,2018,0,New Jersey,105.0688845,20,852979
BDPRP,NJ,2018,0,New Jersey,105.0688845,20,852979
BFFDB,NJ,2018,0,New Jersey,105.0688845,20,852979
BFPRP,NJ,2018,0,New Jersey,105.0688845,20,852979
CLPRB,NJ,2018,0,New Jersey,105.0688845,20,852979
CLPRK,NJ,2018,0,New Jersey,105.0688845,20,852979
CLPRP,NJ,2018,0,New Jersey,105.0688845,20,852979
COPRK,NJ,2018,0,New Jersey,105.0688845,20,852979
EMFDB,NJ,2018,0,New Jersey,105.0688845,20,852979
ENPRP,NJ,2018,0,New Jersey,105.0688845,20,852979
GETCB,NJ,2018,466,New Jersey,105.0688845,20,852979
HYTCB,NJ,2018,324,New Jersey,105.0688845,20,852979
NCPRB,NJ,2018,29225,New Jersey,105.0688845,20,852979
NGMPB,NJ,2018,0,New Jersey,105.0688845,20,852979
NGMPK,NJ,2018,0,New Jersey,105.0688845,20,852979
NGMPP,NJ,2018,0,New Jersey,105.0688845,20,852979
NUETB,NJ,2018,334373,New Jersey,105.0688845,20,852979
PAPRB,NJ,2018,0,New Jersey,105.0688845,20,852979
PAPRP,NJ,2018,0,New Jersey,105.0688845,20,852979
REPRB,NJ,2018,48517,New Jersey,105.0688845,20,852979
SOTCB,NJ,2018,28230,New Jersey,105.0688845,20,852979
TEPRB,NJ,2018,382890,New Jersey,105.0688845,20,852979
TETCB,NJ,2018,2194123,New Jersey,105.0688845,20,852979
WDEXB,NJ,2018,0,New Jersey,105.0688845,20,852979
WDPRB,NJ,2018,3690,New Jersey,105.0688845,20,852979
WDTCB,NJ,2018,3690,New Jersey,105.0688845,20,852979
WSTCB,NJ,2018,15601,New Jersey,105.0688845,20,852979
WWPRB,NJ,2018,19291,New Jersey,105.0688845,20,852979
WYTCB,NJ,2018,206,New Jersey,105.0688845,20,852979
BDFDB,NM,2018,0,New Mexico,45.85390881,22,755535
BDPRP,NM,2018,0,New Mexico,45.85390881,22,755535
BFFDB,NM,2018,0,New Mexico,45.85390881,22,755535
BFPRP,NM,2018,0,New Mexico,45.85390881,22,755535
CLPRB,NM,2018,200179,New Mexico,45.85390881,22,755535
CLPRK,NM,2018,18.549,New Mexico,45.85390881,22,755535
CLPRP,NM,2018,10792,New Mexico,45.85390881,22,755535
COPRK,NM,2018,5.706,New Mexico,45.85390881,22,755535
EMFDB,NM,2018,0,New Mexico,45.85390881,22,755535
ENPRP,NM,2018,0,New Mexico,45.85390881,22,755535
GETCB,NM,2018,487,New Mexico,45.85390881,22,755535
HYTCB,NM,2018,1361,New Mexico,45.85390881,22,755535
NCPRB,NM,2018,72070,New Mexico,45.85390881,22,755535
NGMPB,NM,2018,1734539,New Mexico,45.85390881,22,755535
NGMPK,NM,2018,1.162,New Mexico,45.85390881,22,755535
NGMPP,NM,2018,1493081,New Mexico,45.85390881,22,755535
NUETB,NM,2018,0,New Mexico,45.85390881,22,755535
PAPRB,NM,2018,1421610,New Mexico,45.85390881,22,755535
PAPRP,NM,2018,249143,New Mexico,45.85390881,22,755535
REPRB,NM,2018,85241,New Mexico,45.85390881,22,755535
SOTCB,NM,2018,14764,New Mexico,45.85390881,22,755535
TEPRB,NM,2018,3441568,New Mexico,45.85390881,22,755535
TETCB,NM,2018,703100,New Mexico,45.85390881,22,755535
WDEXB,NM,2018,0,New Mexico,45.85390881,22,755535
WDPRB,NM,2018,12703,New Mexico,45.85390881,22,755535
WDTCB,NM,2018,12703,New Mexico,45.85390881,22,755535
WSTCB,NM,2018,468,New Mexico,45.85390881,22,755535
WWPRB,NM,2018,13171,New Mexico,45.85390881,22,755535
WYTCB,NM,2018,55457,New Mexico,45.85390881,22,755535
BDFDB,NV,2018,0,Nevada,41.38306985,57,535889
BDPRP,NV,2018,0,Nevada,41.38306985,57,535889
BFFDB,NV,2018,0,Nevada,41.38306985,57,535889
BFPRP,NV,2018,0,Nevada,41.38306985,57,535889
CLPRB,NV,2018,0,Nevada,41.38306985,57,535889
CLPRK,NV,2018,0,Nevada,41.38306985,57,535889
CLPRP,NV,2018,0,Nevada,41.38306985,57,535889
COPRK,NV,2018,5.706,Nevada,41.38306985,57,535889
EMFDB,NV,2018,0,Nevada,41.38306985,57,535889
ENPRP,NV,2018,0,Nevada,41.38306985,57,535889
GETCB,NV,2018,33066,Nevada,41.38306985,57,535889
HYTCB,NV,2018,17127,Nevada,41.38306985,57,535889
NCPRB,NV,2018,101584,Nevada,41.38306985,57,535889
NGMPB,NV,2018,3,Nevada,41.38306985,57,535889
NGMPK,NV,2018,1.037,Nevada,41.38306985,57,535889
NGMPP,NV,2018,3,Nevada,41.38306985,57,535889
NUETB,NV,2018,0,Nevada,41.38306985,57,535889
PAPRB,NV,2018,1455,Nevada,41.38306985,57,535889
PAPRP,NV,2018,255,Nevada,41.38306985,57,535889
REPRB,NV,2018,105656,Nevada,41.38306985,57,535889
SOTCB,NV,2018,48548,Nevada,41.38306985,57,535889
TEPRB,NV,2018,107114,Nevada,41.38306985,57,535889
TETCB,NV,2018,776588,Nevada,41.38306985,57,535889
WDEXB,NV,2018,0,Nevada,41.38306985,57,535889
WDPRB,NV,2018,3273,Nevada,41.38306985,57,535889
WDTCB,NV,2018,3273,Nevada,41.38306985,57,535889
WSTCB,NV,2018,799,Nevada,41.38306985,57,535889
WWPRB,NV,2018,4072,Nevada,41.38306985,57,535889
WYTCB,NV,2018,2844,Nevada,41.38306985,57,535889
BDFDB,NY,2018,0,New York,175.0969653,60,13144827
BDPRP,NY,2018,0,New York,175.0969653,60,13144827
BFFDB,NY,2018,18885,New York,175.0969653,60,13144827
BFPRP,NY,2018,3308,New York,175.0969653,60,13144827
CLPRB,NY,2018,0,New York,175.0969653,60,13144827
CLPRK,NY,2018,0,New York,175.0969653,60,13144827
CLPRP,NY,2018,0,New York,175.0969653,60,13144827
COPRK,NY,2018,5.706,New York,175.0969653,60,13144827
EMFDB,NY,2018,18885,New York,175.0969653,60,13144827
ENPRP,NY,2018,3308,New York,175.0969653,60,13144827
GETCB,NY,2018,1185,New York,175.0969653,60,13144827
HYTCB,NY,2018,269752,New York,175.0969653,60,13144827
NCPRB,NY,2018,325023,New York,175.0969653,60,13144827
NGMPB,NY,2018,10994,New York,175.0969653,60,13144827
NGMPK,NY,2018,1.032,New York,175.0969653,60,13144827
NGMPP,NY,2018,10653,New York,175.0969653,60,13144827
NUETB,NY,2018,448718,New York,175.0969653,60,13144827
PAPRB,NY,2018,1261,New York,175.0969653,60,13144827
PAPRP,NY,2018,221,New York,175.0969653,60,13144827
REPRB,NY,2018,442993,New York,175.0969653,60,13144827
SOTCB,NY,2018,17686,New York,175.0969653,60,13144827
TEPRB,NY,2018,903967,New York,175.0969653,60,13144827
TETCB,NY,2018,3946032,New York,175.0969653,60,13144827
WDEXB,NY,2018,0,New York,175.0969653,60,13144827
WDPRB,NY,2018,64730,New York,175.0969653,60,13144827
WDTCB,NY,2018,64730,New York,175.0969653,60,13144827
WSTCB,NY,2018,34356,New York,175.0969653,60,13144827
WWPRB,NY,2018,99086,New York,175.0969653,60,13144827
WYTCB,NY,2018,36401,New York,175.0969653,60,13144827
BDFDB,OH,2018,8945,Ohio,208.9666748,52,6168918
BDPRP,OH,2018,1647,Ohio,208.9666748,52,6168918
BFFDB,OH,2018,95328,Ohio,208.9666748,52,6168918
BFPRP,OH,2018,16778,Ohio,208.9666748,52,6168918
CLPRB,OH,2018,219942,Ohio,208.9666748,52,6168918
CLPRK,OH,2018,24.458,Ohio,208.9666748,52,6168918
CLPRP,OH,2018,8993,Ohio,208.9666748,52,6168918
COPRK,OH,2018,5.706,Ohio,208.9666748,52,6168918
EMFDB,OH,2018,86382,Ohio,208.9666748,52,6168918
ENPRP,OH,2018,15131,Ohio,208.9666748,52,6168918
GETCB,OH,2018,3435,Ohio,208.9666748,52,6168918
HYTCB,OH,2018,2222,Ohio,208.9666748,52,6168918
NCPRB,OH,2018,24344,Ohio,208.9666748,52,6168918
NGMPB,OH,2018,2652291,Ohio,208.9666748,52,6168918
NGMPK,OH,2018,1.104,Ohio,208.9666748,52,6168918
NGMPP,OH,2018,2403382,Ohio,208.9666748,52,6168918
NUETB,OH,2018,191483,Ohio,208.9666748,52,6168918
PAPRB,OH,2018,129954,Ohio,208.9666748,52,6168918
PAPRP,OH,2018,22775,Ohio,208.9666748,52,6168918
REPRB,OH,2018,172901,Ohio,208.9666748,52,6168918
SOTCB,OH,2018,2755,Ohio,208.9666748,52,6168918
TEPRB,OH,2018,3366571,Ohio,208.9666748,52,6168918
TETCB,OH,2018,3762435,Ohio,208.9666748,52,6168918
WDEXB,OH,2018,0,Ohio,208.9666748,52,6168918
WDPRB,OH,2018,38942,Ohio,208.9666748,52,6168918
WDTCB,OH,2018,38942,Ohio,208.9666748,52,6168918
WSTCB,OH,2018,14287,Ohio,208.9666748,52,6168918
WWPRB,OH,2018,53229,Ohio,208.9666748,52,6168918
WYTCB,OH,2018,15932,Ohio,208.9666748,52,6168918
BDFDB,OK,2018,4496,Oklahoma,98.01036447,23,1495639
BDPRP,OK,2018,828,Oklahoma,98.01036447,23,1495639
BFFDB,OK,2018,4496,Oklahoma,98.01036447,23,1495639
BFPRP,OK,2018,828,Oklahoma,98.01036447,23,1495639
CLPRB,OK,2018,15121,Oklahoma,98.01036447,23,1495639
CLPRK,OK,2018,21.108,Oklahoma,98.01036447,23,1495639
CLPRP,OK,2018,716,Oklahoma,98.01036447,23,1495639
COPRK,OK,2018,5.706,Oklahoma,98.01036447,23,1495639
EMFDB,OK,2018,0,Oklahoma,98.01036447,23,1495639
ENPRP,OK,2018,0,Oklahoma,98.01036447,23,1495639
GETCB,OK,2018,24,Oklahoma,98.01036447,23,1495639
HYTCB,OK,2018,18526,Oklahoma,98.01036447,23,1495639
NCPRB,OK,2018,268128,Oklahoma,98.01036447,23,1495639
NGMPB,OK,2018,3346437,Oklahoma,98.01036447,23,1495639
NGMPK,OK,2018,1.164,Oklahoma,98.01036447,23,1495639
NGMPP,OK,2018,2875787,Oklahoma,98.01036447,23,1495639
NUETB,OK,2018,0,Oklahoma,98.01036447,23,1495639
PAPRB,OK,2018,1140196,Oklahoma,98.01036447,23,1495639
PAPRP,OK,2018,199824,Oklahoma,98.01036447,23,1495639
REPRB,OK,2018,308589,Oklahoma,98.01036447,23,1495639
SOTCB,OK,2018,691,Oklahoma,98.01036447,23,1495639
TEPRB,OK,2018,4810343,Oklahoma,98.01036447,23,1495639
TETCB,OK,2018,1715294,Oklahoma,98.01036447,23,1495639
WDEXB,OK,2018,0,Oklahoma,98.01036447,23,1495639
WDPRB,OK,2018,30026,Oklahoma,98.01036447,23,1495639
WDTCB,OK,2018,30026,Oklahoma,98.01036447,23,1495639
WSTCB,OK,2018,5939,Oklahoma,98.01036447,23,1495639
WWPRB,OK,2018,35965,Oklahoma,98.01036447,23,1495639
WYTCB,OK,2018,248887,Oklahoma,98.01036447,23,1495639
BDFDB,OR,2018,1574,Oregon,39.58013113,96,3286698
BDPRP,OR,2018,290,Oregon,39.58013113,96,3286698
BFFDB,OR,2018,7251,Oregon,39.58013113,96,3286698
BFPRP,OR,2018,1284,Oregon,39.58013113,96,3286698
CLPRB,OR,2018,0,Oregon,39.58013113,96,3286698
CLPRK,OR,2018,0,Oregon,39.58013113,96,3286698
CLPRP,OR,2018,0,Oregon,39.58013113,96,3286698
COPRK,OR,2018,0,Oregon,39.58013113,96,3286698
EMFDB,OR,2018,5677,Oregon,39.58013113,96,3286698
ENPRP,OR,2018,994,Oregon,39.58013113,96,3286698
GETCB,OR,2018,2837,Oregon,39.58013113,96,3286698
HYTCB,OR,2018,322671,Oregon,39.58013113,96,3286698
NCPRB,OR,2018,401773,Oregon,39.58013113,96,3286698
NGMPB,OR,2018,529,Oregon,39.58013113,96,3286698
NGMPK,OR,2018,1.061,Oregon,39.58013113,96,3286698
NGMPP,OR,2018,499,Oregon,39.58013113,96,3286698
NUETB,OR,2018,0,Oregon,39.58013113,96,3286698
PAPRB,OR,2018,0,Oregon,39.58013113,96,3286698
PAPRP,OR,2018,0,Oregon,39.58013113,96,3286698
REPRB,OR,2018,486994,Oregon,39.58013113,96,3286698
SOTCB,OR,2018,8464,Oregon,39.58013113,96,3286698
TEPRB,OR,2018,487523,Oregon,39.58013113,96,3286698
TETCB,OR,2018,1021526,Oregon,39.58013113,96,3286698
WDEXB,OR,2018,0,Oregon,39.58013113,96,3286698
WDPRB,OR,2018,72116,Oregon,39.58013113,96,3286698
WDTCB,OR,2018,72116,Oregon,39.58013113,96,3286698
WSTCB,OR,2018,5854,Oregon,39.58013113,96,3286698
WWPRB,OR,2018,77970,Oregon,39.58013113,96,3286698
WYTCB,OR,2018,67802,Oregon,39.58013113,96,3286698
BDFDB,PA,2018,8265,Pennsylvania,220.1938915,57,10494432
BDPRP,PA,2018,1521,Pennsylvania,220.1938915,57,10494432
BFFDB,PA,2018,20894,Pennsylvania,220.1938915,57,10494432
BFPRP,PA,2018,3733,Pennsylvania,220.1938915,57,10494432
CLPRB,PA,2018,1278056,Pennsylvania,220.1938915,57,10494432
CLPRK,PA,2018,25.577,Pennsylvania,220.1938915,57,10494432
CLPRP,PA,2018,49968,Pennsylvania,220.1938915,57,10494432
COPRK,PA,2018,5.706,Pennsylvania,220.1938915,57,10494432
EMFDB,PA,2018,12628,Pennsylvania,220.1938915,57,10494432
ENPRP,PA,2018,2212,Pennsylvania,220.1938915,57,10494432
GETCB,PA,2018,2162,Pennsylvania,220.1938915,57,10494432
HYTCB,PA,2018,38799,Pennsylvania,220.1938915,57,10494432
NCPRB,PA,2018,78545,Pennsylvania,220.1938915,57,10494432
NGMPB,PA,2018,6632662,Pennsylvania,220.1938915,57,10494432
NGMPK,PA,2018,1.059,Pennsylvania,220.1938915,57,10494432
NGMPP,PA,2018,6264832,Pennsylvania,220.1938915,57,10494432
NUETB,PA,2018,872749,Pennsylvania,220.1938915,57,10494432
PAPRB,PA,2018,36963,Pennsylvania,220.1938915,57,10494432
PAPRP,PA,2018,6478,Pennsylvania,220.1938915,57,10494432
REPRB,PA,2018,220486,Pennsylvania,220.1938915,57,10494432
SOTCB,PA,2018,5111,Pennsylvania,220.1938915,57,10494432
TEPRB,PA,2018,9040917,Pennsylvania,220.1938915,57,10494432
TETCB,PA,2018,3933425,Pennsylvania,220.1938915,57,10494432
WDEXB,PA,2018,0,Pennsylvania,220.1938915,57,10494432
WDPRB,PA,2018,81527,Pennsylvania,220.1938915,57,10494432
WDTCB,PA,2018,81527,Pennsylvania,220.1938915,57,10494432
WSTCB,PA,2018,39520,Pennsylvania,220.1938915,57,10494432
WWPRB,PA,2018,121047,Pennsylvania,220.1938915,57,10494432
WYTCB,PA,2018,32473,Pennsylvania,220.1938915,57,10494432
BDFDB,RI,2018,305,Rhode Island,11.05692381,15,661136
BDPRP,RI,2018,56,Rhode Island,11.05692381,15,661136
BFFDB,RI,2018,305,Rhode Island,11.05692381,15,661136
BFPRP,RI,2018,56,Rhode Island,11.05692381,15,661136
CLPRB,RI,2018,0,Rhode Island,11.05692381,15,661136
CLPRK,RI,2018,0,Rhode Island,11.05692381,15,661136
CLPRP,RI,2018,0,Rhode Island,11.05692381,15,661136
COPRK,RI,2018,0,Rhode Island,11.05692381,15,661136
EMFDB,RI,2018,0,Rhode Island,11.05692381,15,661136
ENPRP,RI,2018,0,Rhode Island,11.05692381,15,661136
GETCB,RI,2018,57,Rhode Island,11.05692381,15,661136
HYTCB,RI,2018,37,Rhode Island,11.05692381,15,661136
NCPRB,RI,2018,2710,Rhode Island,11.05692381,15,661136
NGMPB,RI,2018,0,Rhode Island,11.05692381,15,661136
NGMPK,RI,2018,0,Rhode Island,11.05692381,15,661136
NGMPP,RI,2018,0,Rhode Island,11.05692381,15,661136
NUETB,RI,2018,0,Rhode Island,11.05692381,15,661136
PAPRB,RI,2018,0,Rhode Island,11.05692381,15,661136
PAPRP,RI,2018,0,Rhode Island,11.05692381,15,661136
REPRB,RI,2018,6663,Rhode Island,11.05692381,15,661136
SOTCB,RI,2018,1173,Rhode Island,11.05692381,15,661136
TEPRB,RI,2018,6663,Rhode Island,11.05692381,15,661136
TETCB,RI,2018,195556,Rhode Island,11.05692381,15,661136
WDEXB,RI,2018,0,Rhode Island,11.05692381,15,661136
WDPRB,RI,2018,1511,Rhode Island,11.05692381,15,661136
WDTCB,RI,2018,1511,Rhode Island,11.05692381,15,661136
WSTCB,RI,2018,2136,Rhode Island,11.05692381,15,661136
WWPRB,RI,2018,3647,Rhode Island,11.05692381,15,661136
WYTCB,RI,2018,1444,Rhode Island,11.05692381,15,661136
BDFDB,SC,2018,0,South Carolina,74.14674879,123,64580916
BDPRP,SC,2018,0,South Carolina,74.14674879,123,64580916
BFFDB,SC,2018,0,South Carolina,74.14674879,123,64580916
BFPRP,SC,2018,0,South Carolina,74.14674879,123,64580916
CLPRB,SC,2018,0,South Carolina,74.14674879,123,64580916
CLPRK,SC,2018,0,South Carolina,74.14674879,123,64580916
CLPRP,SC,2018,0,South Carolina,74.14674879,123,64580916
COPRK,SC,2018,0,South Carolina,74.14674879,123,64580916
EMFDB,SC,2018,0,South Carolina,74.14674879,123,64580916
ENPRP,SC,2018,0,South Carolina,74.14674879,123,64580916
GETCB,SC,2018,648,South Carolina,74.14674879,123,64580916
HYTCB,SC,2018,27437,South Carolina,74.14674879,123,64580916
NCPRB,SC,2018,35034,South Carolina,74.14674879,123,64580916
NGMPB,SC,2018,0,South Carolina,74.14674879,123,64580916
NGMPK,SC,2018,0,South Carolina,74.14674879,123,64580916
NGMPP,SC,2018,0,South Carolina,74.14674879,123,64580916
NUETB,SC,2018,551151,South Carolina,74.14674879,123,64580916
PAPRB,SC,2018,0,South Carolina,74.14674879,123,64580916
PAPRP,SC,2018,0,South Carolina,74.14674879,123,64580916
REPRB,SC,2018,147096,South Carolina,74.14674879,123,64580916
SOTCB,SC,2018,6949,South Carolina,74.14674879,123,64580916
TEPRB,SC,2018,698247,South Carolina,74.14674879,123,64580916
TETCB,SC,2018,1675118,South Carolina,74.14674879,123,64580916
WDEXB,SC,2018,6992,South Carolina,74.14674879,123,64580916
WDPRB,SC,2018,107525,South Carolina,74.14674879,123,64580916
WDTCB,SC,2018,100533,South Carolina,74.14674879,123,64580916
WSTCB,SC,2018,4537,South Carolina,74.14674879,123,64580916
WWPRB,SC,2018,112062,South Carolina,74.14674879,123,64580916
WYTCB,SC,2018,0,South Carolina,74.14674879,123,64580916
BDFDB,SD,2018,0,South Dakota,15.52399536,38,3826069
BDPRP,SD,2018,0,South Dakota,15.52399536,38,3826069
BFFDB,SD,2018,165485,South Dakota,15.52399536,38,3826069
BFPRP,SD,2018,28987,South Dakota,15.52399536,38,3826069
CLPRB,SD,2018,0,South Dakota,15.52399536,38,3826069
CLPRK,SD,2018,0,South Dakota,15.52399536,38,3826069
CLPRP,SD,2018,0,South Dakota,15.52399536,38,3826069
COPRK,SD,2018,5.706,South Dakota,15.52399536,38,3826069
EMFDB,SD,2018,165485,South Dakota,15.52399536,38,3826069
ENPRP,SD,2018,28987,South Dakota,15.52399536,38,3826069
GETCB,SD,2018,1868,South Dakota,15.52399536,38,3826069
HYTCB,SD,2018,57048,South Dakota,15.52399536,38,3826069
NCPRB,SD,2018,84755,South Dakota,15.52399536,38,3826069
NGMPB,SD,2018,494,South Dakota,15.52399536,38,3826069
NGMPK,SD,2018,1.105,South Dakota,15.52399536,38,3826069
NGMPP,SD,2018,447,South Dakota,15.52399536,38,3826069
NUETB,SD,2018,0,South Dakota,15.52399536,38,3826069
PAPRB,SD,2018,7264,South Dakota,15.52399536,38,3826069
PAPRP,SD,2018,1273,South Dakota,15.52399536,38,3826069
REPRB,SD,2018,254033,South Dakota,15.52399536,38,3826069
SOTCB,SD,2018,29,South Dakota,15.52399536,38,3826069
TEPRB,SD,2018,261791,South Dakota,15.52399536,38,3826069
TETCB,SD,2018,406677,South Dakota,15.52399536,38,3826069
WDEXB,SD,2018,0,South Dakota,15.52399536,38,3826069
WDPRB,SD,2018,3218,South Dakota,15.52399536,38,3826069
WDTCB,SD,2018,3218,South Dakota,15.52399536,38,3826069
WSTCB,SD,2018,575,South Dakota,15.52399536,38,3826069
WWPRB,SD,2018,3793,South Dakota,15.52399536,38,3826069
WYTCB,SD,2018,25810,South Dakota,15.52399536,38,3826069
BDFDB,TN,2018,2721,Tennessee,93.83598219,31,4038180
BDPRP,TN,2018,501,Tennessee,93.83598219,31,4038180
BFFDB,TN,2018,27703,Tennessee,93.83598219,31,4038180
BFPRP,TN,2018,4877,Tennessee,93.83598219,31,4038180
CLPRB,TN,2018,5922,Tennessee,93.83598219,31,4038180
CLPRK,TN,2018,25.521,Tennessee,93.83598219,31,4038180
CLPRP,TN,2018,232,Tennessee,93.83598219,31,4038180
COPRK,TN,2018,5.706,Tennessee,93.83598219,31,4038180
EMFDB,TN,2018,24982,Tennessee,93.83598219,31,4038180
ENPRP,TN,2018,4376,Tennessee,93.83598219,31,4038180
GETCB,TN,2018,213,Tennessee,93.83598219,31,4038180
HYTCB,TN,2018,93705,Tennessee,93.83598219,31,4038180
NCPRB,TN,2018,96669,Tennessee,93.83598219,31,4038180
NGMPB,TN,2018,3737,Tennessee,93.83598219,31,4038180
NGMPK,TN,2018,1.138,Tennessee,93.83598219,31,4038180
NGMPP,TN,2018,3283,Tennessee,93.83598219,31,4038180
NUETB,TN,2018,378224,Tennessee,93.83598219,31,4038180
PAPRB,TN,2018,1198,Tennessee,93.83598219,31,4038180
PAPRP,TN,2018,210,Tennessee,93.83598219,31,4038180
REPRB,TN,2018,186147,Tennessee,93.83598219,31,4038180
SOTCB,TN,2018,2378,Tennessee,93.83598219,31,4038180
TEPRB,TN,2018,575228,Tennessee,93.83598219,31,4038180
TETCB,TN,2018,2233190,Tennessee,93.83598219,31,4038180
WDEXB,TN,2018,134,Tennessee,93.83598219,31,4038180
WDPRB,TN,2018,56329,Tennessee,93.83598219,31,4038180
WDTCB,TN,2018,56195,Tennessee,93.83598219,31,4038180
WSTCB,TN,2018,5446,Tennessee,93.83598219,31,4038180
WWPRB,TN,2018,61775,Tennessee,93.83598219,31,4038180
WYTCB,TN,2018,373,Tennessee,93.83598219,31,4038180
BDFDB,TX,2018,29389,Texas,684.6895943,261,46570295
BDPRP,TX,2018,5409,Texas,684.6895943,261,46570295
BFFDB,TX,2018,76580,Texas,684.6895943,261,46570295
BFPRP,TX,2018,13675,Texas,684.6895943,261,46570295
CLPRB,TX,2018,328812,Texas,684.6895943,261,46570295
CLPRK,TX,2018,13.247,Texas,684.6895943,261,46570295
CLPRP,TX,2018,24823,Texas,684.6895943,261,46570295
COPRK,TX,2018,5.706,Texas,684.6895943,261,46570295
EMFDB,TX,2018,47192,Texas,684.6895943,261,46570295
ENPRP,TX,2018,8266,Texas,684.6895943,261,46570295
GETCB,TX,2018,2478,Texas,684.6895943,261,46570295
HYTCB,TX,2018,10255,Texas,684.6895943,261,46570295
NCPRB,TX,2018,738209,Texas,684.6895943,261,46570295
NGMPB,TX,2018,9776991,Texas,684.6895943,261,46570295
NGMPK,TX,2018,1.216,Texas,684.6895943,261,46570295
NGMPP,TX,2018,8041010,Texas,684.6895943,261,46570295
NUETB,TX,2018,430597,Texas,684.6895943,261,46570295
PAPRB,TX,2018,9181148,Texas,684.6895943,261,46570295
PAPRP,TX,2018,1609034,Texas,684.6895943,261,46570295
REPRB,TX,2018,901492,Texas,684.6895943,261,46570295
SOTCB,TX,2018,36299,Texas,684.6895943,261,46570295
TEPRB,TX,2018,20619040,Texas,684.6895943,261,46570295
TETCB,TX,2018,14009870,Texas,684.6895943,261,46570295
WDEXB,TX,2018,0,Texas,684.6895943,261,46570295
WDPRB,TX,2018,59316,Texas,684.6895943,261,46570295
WDTCB,TX,2018,59316,Texas,684.6895943,261,46570295
WSTCB,TX,2018,27387,Texas,684.6895943,261,46570295
WWPRB,TX,2018,86703,Texas,684.6895943,261,46570295
WYTCB,TX,2018,689177,Texas,684.6895943,261,46570295
BDFDB,US,2018,240257,United States,,,
BDPRP,US,2018,44222,United States,,,
BFFDB,US,2018,2427512,United States,,,
BFPRP,US,2018,427349,United States,,,
CLPRB,US,2018,15280478,United States,,,
CLPRK,US,2018,20.208,United States,,,
CLPRP,US,2018,756167,United States,,,
COPRK,US,2018,5.706,United States,,,
EMFDB,US,2018,2187254,United States,,,
ENPRP,US,2018,383127,United States,,,
GETCB,US,2018,208865,United States,,,
HYTCB,US,2018,2663138,United States,,,
NCPRB,US,2018,6269473,United States,,,
NGMPB,US,2018,37762229,United States,,,
NGMPK,US,2018,1.144,United States,,,
NGMPP,US,2018,33008867,United States,,,
NUETB,US,2018,8438068,United States,,,
PAPRB,US,2018,22785696,United States,,,
PAPRP,US,2018,3993287,United States,,,
REPRB,US,2018,11540403,United States,,,
SOTCB,US,2018,915105,United States,,,
TEPRB,US,2018,95806875,United States,,,
TETCB,US,2018,101193066,United States,,,
WDEXB,US,2018,94058,United States,,,
WDPRB,US,2018,2356071,United States,,,
WDTCB,US,2018,2262013,United States,,,
WSTCB,US,2018,487347,United States,,,
WWPRB,US,2018,2843419,United States,,,
